          table_name           |     column_name      |     data_type     | is_nullable 
 eu_va_colletats               | maj_date             | date              | YES
 eu_va_colletats               | length               | double precision  | YES
 eu_va_colletats               | geom                 | USER-DEFINED      | YES
 eu_va_evacparetats            | pk_uuid              | uuid              | YES
 eu_va_evacparetats            | gid                  | integer           | YES
 eu_va_evacparetats            | fk_evac_par          | uuid              | YES
 eu_va_evacparetats            | racc_conf            | character         | YES
 eu_va_evacparetats            | date                 | date              | YES
 eu_va_evacparetats            | etat_racc_ec         | character         | YES
 eu_va_evacparetats            | etat_racc_eu         | character         | YES
 eu_va_evacparetats            | evac_ec              | character         | YES
 eu_va_evacparetats            | no_dossier           | character         | YES
 eu_va_evacparetats            | remarque             | text              | YES
 eu_va_evacparetats            | maj_date             | date              | YES
 eu_va_evacparetats            | lien1gmf             | character         | YES
 eu_va_evacparetats            | lien2gmf             | character         | YES
 eu_va_evacparetats            | no_par               | character         | YES
 eu_va_evacparetats            | geom                 | USER-DEFINED      | YES
 eu_va_evacparetats            | sct_interv           | character         | YES
 eu_va_evacparetats_last       | gid                  | integer           | YES
 eu_va_evacparetats_last       | fk_evac_par          | uuid              | YES
 eu_va_evacparetats_last       | racc_conf            | character         | YES
 eu_va_evacparetats_last       | date                 | date              | YES
 eu_va_evacparetats_last       | etat_racc_ec         | character         | YES
 eu_va_evacparetats_last       | etat_racc_eu         | character         | YES
 eu_va_evacparetats_last       | evac_ec              | character         | YES
 eu_va_evacparetats_last       | no_dossier           | character         | YES
 eu_va_evacparetats_last       | remarque             | text              | YES
 eu_va_evacparetats_last       | maj_date             | date              | YES
 eu_va_evacparetats_last       | lien1gmf             | character         | YES
 eu_va_evacparetats_last       | lien2gmf             | character         | YES
 eu_va_evacparetats_last       | no_par               | character         | YES
 eu_va_evacparetats_last       | geom                 | USER-DEFINED      | YES
 eu_va_evacparetats_last       | sct_interv           | character         | YES
 eu_va_files                   | gid                  | integer           | YES
 eu_va_files                   | layer                | text              | YES
 eu_va_files                   | file1                | character         | YES
 eu_va_files                   | lien1qgis            | character         | YES
 eu_va_files                   | lien1gmf             | character         | YES
 eu_va_files                   | file2                | character         | YES
 eu_va_files                   | lien2qgis            | character         | YES
 eu_va_files                   | lien2gmf             | character         | YES
 eu_va_files                   | geom                 | USER-DEFINED      | YES
 eu_va_graccur_last            | gid                  | integer           | YES
 eu_va_graccur_last            | fk_grille            | uuid              | YES
 eu_va_graccur_last            | contenu              | character         | YES
 eu_va_graccur_last            | proprio              | character         | YES
 eu_va_graccur_last            | action_type          | character         | YES
 eu_va_graccur_last            | action_date          | date              | YES
 eu_va_graccur_last            | action_annee         | double precision  | YES
 eu_va_graccur_last            | action_entr          | character         | YES
 eu_va_graccur_last            | action_ref           | character         | YES
 eu_va_graccur_last            | utilisat             | character         | YES
 eu_va_graccur_last            | chantier             | character         | YES
 eu_va_graccur_last            | remarque             | character         | YES
 eu_va_graccur_last            | lien1gmf             | character         | YES
 eu_va_graccur_last            | lien2gmf             | character         | YES
 eu_va_graccur_last            | maj_date             | date              | YES
 eu_va_graccur_last            | geom                 | USER-DEFINED      | YES
 eu_va_graccur_todo            | gid                  | integer           | YES
 eu_va_graccur_todo            | fk_grille            | uuid              | YES
 eu_va_graccur_todo            | contenu              | character         | YES
 eu_va_graccur_todo            | proprio              | character         | YES
 eu_va_graccur_todo            | action_type          | character         | YES
 eu_va_graccur_todo            | action_date          | date              | YES
 eu_va_graccur_todo            | action_annee         | double precision  | YES
 eu_va_graccur_todo            | action_entr          | character         | YES
 eu_va_graccur_todo            | action_ref           | character         | YES
 eu_va_graccur_todo            | utilisat             | character         | YES
 eu_va_graccur_todo            | chantier             | character         | YES
 eu_va_graccur_todo            | remarque             | character         | YES
 eu_va_graccur_todo            | lien1gmf             | character         | YES
 eu_va_graccur_todo            | lien2gmf             | character         | YES
 eu_va_graccur_todo            | maj_date             | date              | YES
 eu_va_graccur_todo            | geom                 | USER-DEFINED      | YES
 eu_va_gracinsp_last           | gid                  | integer           | YES
 eu_va_gracinsp_last           | fk_grille            | uuid              | YES
 eu_va_gracinsp_last           | contenu              | character         | YES
 eu_va_gracinsp_last           | proprio              | character         | YES
 eu_va_gracinsp_last           | action_type          | character         | YES
 eu_va_gracinsp_last           | action_date          | date              | YES
 eu_va_gracinsp_last           | action_annee         | double precision  | YES
 eu_va_gracinsp_last           | action_entr          | character         | YES
 eu_va_gracinsp_last           | action_ref           | character         | YES
 eu_va_gracinsp_last           | utilisat             | character         | YES
 eu_va_gracinsp_last           | chantier             | character         | YES
 eu_va_gracinsp_last           | remarque             | character         | YES
 eu_va_gracinsp_last           | lien1gmf             | character         | YES
 eu_va_gracinsp_last           | lien2gmf             | character         | YES
 eu_va_gracinsp_last           | maj_date             | date              | YES
 eu_va_gracinsp_last           | geom                 | USER-DEFINED      | YES
 eu_va_gracinsp_todo           | gid                  | integer           | YES
 eu_va_gracinsp_todo           | fk_grille            | uuid              | YES
 eu_va_gracinsp_todo           | contenu              | character         | YES
 eu_va_gracinsp_todo           | proprio              | character         | YES
 eu_va_gracinsp_todo           | action_type          | character         | YES
 eu_va_gracinsp_todo           | action_date          | date              | YES
 eu_va_gracinsp_todo           | action_annee         | double precision  | YES
 eu_va_gracinsp_todo           | action_entr          | character         | YES
 eu_va_gracinsp_todo           | action_ref           | character         | YES
 eu_va_gracinsp_todo           | utilisat             | character         | YES
 eu_va_gracinsp_todo           | chantier             | character         | YES
 eu_va_gracinsp_todo           | remarque             | character         | YES
 eu_va_gracinsp_todo           | lien1gmf             | character         | YES
 eu_va_gracinsp_todo           | lien2gmf             | character         | YES
 eu_va_gracinsp_todo           | maj_date             | date              | YES
 eu_va_gracinsp_todo           | geom                 | USER-DEFINED      | YES
 eu_va_gractions               | pk_uuid              | uuid              | YES
 eu_va_gractions               | gid                  | integer           | YES
 eu_va_gractions               | fk_grille            | uuid              | YES
 eu_va_gractions               | contenu              | character         | YES
 eu_va_gractions               | proprio              | character         | YES
 eu_va_gractions               | action_type          | character         | YES
 eu_va_gractions               | action_date          | date              | YES
 eu_va_gractions               | action_annee         | double precision  | YES
 eu_va_gractions               | action_entr          | character         | YES
 eu_va_gractions               | action_ref           | character         | YES
 eu_va_gractions               | utilisat             | character         | YES
 eu_va_gractions               | chantier             | character         | YES
 eu_va_gractions               | remarque             | character         | YES
 eu_va_gractions               | lien1gmf             | character         | YES
 eu_va_gractions               | lien2gmf             | character         | YES
 eu_va_gractions               | maj_date             | date              | YES
 eu_va_gractions               | geom                 | USER-DEFINED      | YES
 eu_va_gretat_last             | gid                  | integer           | YES
 eu_va_gretat_last             | fk_grille            | uuid              | YES
 eu_va_gretat_last             | contenu              | character         | YES
 eu_va_gretat_last             | proprio              | character         | YES
 eu_va_gretat_last             | etat_constr          | character         | YES
 eu_va_gretat_last             | necess_ass           | character         | YES
 eu_va_gretat_last             | etat_date            | date              | YES
 eu_va_gretat_last             | etat_annee           | double precision  | YES
 eu_va_gretat_last             | remarque             | character         | YES
 eu_va_gretat_last             | lien1gmf             | character         | YES
 eu_va_gretat_last             | lien2gmf             | character         | YES
 eu_va_gretat_last             | maj_date             | date              | YES
 eu_va_gretat_last             | geom                 | USER-DEFINED      | YES
 eu_va_gretats                 | pk_uuid              | uuid              | YES
 eu_va_gretats                 | gid                  | integer           | YES
 eu_va_gretats                 | fk_grille            | uuid              | YES
 eu_va_gretats                 | contenu              | character         | YES
 eu_va_gretats                 | proprio              | character         | YES
 eu_va_gretats                 | etat_constr          | character         | YES
 eu_va_gretats                 | necess_ass           | character         | YES
 eu_va_gretats                 | etat_date            | date              | YES
 eu_va_gretats                 | etat_annee           | double precision  | YES
 eu_va_gretats                 | remarque             | character         | YES
 eu_va_gretats                 | lien1gmf             | character         | YES
 eu_va_gretats                 | lien2gmf             | character         | YES
 eu_va_gretats                 | maj_date             | date              | YES
 eu_va_gretats                 | geom                 | USER-DEFINED      | YES
 eu_va_obj_ponct               | id                   | bigint            | YES
 eu_va_obj_ponct               | pk_uuid              | uuid              | YES
 eu_va_obj_ponct               | gid                  | integer           | YES
 eu_va_obj_ponct               | objet                | text              | YES
 eu_va_obj_ponct               | no_obj               | character         | YES
 eu_va_obj_ponct               | alt_couv             | double precision  | YES
 eu_va_obj_ponct               | geom                 | USER-DEFINED      | YES
 eu_va_ss_surf_impermeable     | pk_uuid              | uuid              | YES
 eu_va_ss_surf_impermeable     | gid                  | integer           | YES
 eu_va_ss_surf_impermeable     | no_parc              | character         | YES
 eu_va_ss_surf_impermeable     | type_surf            | character         | YES
 eu_va_ss_surf_impermeable     | remarque             | character         | YES
 eu_va_ss_surf_impermeable     | area                 | double precision  | YES
 eu_va_ss_surf_impermeable     | maj_date             | date              | YES
 eu_va_ss_surf_impermeable     | lien1gmf             | character         | YES
 eu_va_ss_surf_impermeable     | file2                | character         | YES
 eu_va_ss_surf_impermeable     | lien2qgis            | character         | YES
 eu_va_ss_surf_impermeable     | lien2gmf             | character         | YES
 eu_va_ss_surf_impermeable     | geom                 | USER-DEFINED      | YES
 eu_va_ss_surf_impermeable_par | pk_uuid              | uuid              | YES
 eu_va_ss_surf_impermeable_par | gid                  | integer           | YES
 eu_va_ss_surf_impermeable_par | numero               | character         | YES
 eu_va_ss_surf_impermeable_par | geom                 | USER-DEFINED      | YES
 eu_va_ss_surf_impermeable_par | total_taxe           | double precision  | YES
 eu_zone_infiltration          | gid                  | integer           | NO
 eu_zone_infiltration          | no_obj               | character         | YES
 eu_zone_infiltration          | no_obj_2             | character         | YES
 eu_zone_infiltration          | contenu              | character         | YES
 eu_zone_infiltration          | utilisat             | character         | YES
 eu_zone_infiltration          | proprio              | character         | YES
 eu_zone_infiltration          | precis_pl            | character         | YES
 eu_zone_infiltration          | potent               | character         | YES
 eu_zone_infiltration          | remarque             | character         | YES
 eu_zone_infiltration          | maj_date             | date              | YES
 eu_zone_infiltration          | area                 | double precision  | YES
 eu_zone_infiltration          | file1                | character         | YES
 eu_zone_infiltration          | lien1qgis            | character         | YES
 eu_zone_infiltration          | lien1gmf             | character         | YES
 eu_zone_infiltration          | file2                | character         | YES
 eu_zone_infiltration          | lien2qgis            | character         | YES
 eu_zone_infiltration          | lien2gmf             | character         | YES
 eu_zone_infiltration          | geom                 | USER-DEFINED      | YES
 eu_zone_infiltration          | pk_uuid              | uuid              | NO
 eu_zone_infiltration          | data_owner           | character varying | YES
 eu_zone_inondable             | gid                  | integer           | NO
 eu_zone_inondable             | no_obj               | character         | YES
 eu_zone_inondable             | no_obj_2             | character         | YES
 eu_zone_inondable             | contenu              | character         | YES
 eu_zone_inondable             | utilisat             | character         | YES
 eu_zone_inondable             | proprio              | character         | YES
 eu_zone_inondable             | precis_pl            | character         | YES
 eu_zone_inondable             | volume               | double precision  | YES
 eu_zone_inondable             | remarque             | character         | YES
 eu_zone_inondable             | maj_date             | date              | YES
 eu_zone_inondable             | area                 | double precision  | YES
 eu_zone_inondable             | file1                | character         | YES
 eu_zone_inondable             | lien1qgis            | character         | YES
 eu_zone_inondable             | lien1gmf             | character         | YES
 eu_zone_inondable             | file2                | character         | YES
 eu_zone_inondable             | lien2qgis            | character         | YES
 eu_zone_inondable             | lien2gmf             | character         | YES
 eu_zone_inondable             | geom                 | USER-DEFINED      | YES
 eu_zone_inondable             | pk_uuid              | uuid              | NO
 eu_zone_inondable             | data_owner           | character varying | YES
(1699 lignes)

