             table_name              |          column_name           |     data_type     | character_maximum_length | is_nullable 
-------------------------------------+--------------------------------+-------------------+--------------------------+-------------
 ad_ch_entr_rcb_p                    | gid                            | integer           |                          | NO
 ad_ch_entr_rcb_p                    | numero_entreprise              | integer           |                          | YES
 ad_ch_entr_rcb_p                    | raison_sociale_1               | character varying |                      100 | YES
 ad_ch_entr_rcb_p                    | raison_sociale_2               | character varying |                      100 | YES
 ad_ch_entr_rcb_p                    | activite_economique_code       | character varying |                       10 | YES
 ad_ch_entr_rcb_p                    | activite_economique_libelle    | character varying |                      200 | YES
 ad_ch_entr_rcb_p                    | description_activite           | character varying |                     2000 | YES
 ad_ch_entr_rcb_p                    | numero_federal_rc              | character varying |                       20 | YES
 ad_ch_entr_rcb_p                    | base_complement_1              | character varying |                       60 | YES
 ad_ch_entr_rcb_p                    | base_complement_2              | character varying |                       60 | YES
 ad_ch_entr_rcb_p                    | base_rue_libelle               | character varying |                       60 | YES
 ad_ch_entr_rcb_p                    | base_rue_no_batiment           | character varying |                       18 | YES
 ad_ch_entr_rcb_p                    | base_case_postale              | character varying |                       60 | YES
 ad_ch_entr_rcb_p                    | base_batiments                 | character varying |                       60 | YES
 ad_ch_entr_rcb_p                    | base_localite_suisse           | character varying |                       60 | YES
 ad_ch_entr_rcb_p                    | courrier_complement_1          | character varying |                       60 | YES
 ad_ch_entr_rcb_p                    | courrier_complement_2          | character varying |                       60 | YES
 ad_ch_entr_rcb_p                    | courrier_rue_libelle           | character varying |                       60 | YES
 ad_ch_entr_rcb_p                    | courrier_rue_no_batiment       | character varying |                       18 | YES
 ad_ch_entr_rcb_p                    | courrier_case_postale          | character varying |                       60 | YES
 ad_ch_entr_rcb_p                    | courrier_batiments             | character varying |                       60 | YES
 ad_ch_entr_rcb_p                    | courrier_localite_suisse       | character varying |                       60 | YES
 ad_ch_entr_rcb_p                    | responsable_juridique          | character varying |                      200 | YES
 ad_ch_entr_rcb_p                    | numero_telephone               | character varying |                       20 | YES
 ad_ch_entr_rcb_p                    | adresse_email                  | character varying |                      100 | YES
 ad_ch_entr_rcb_p                    | total_effectif                 | integer           |                          | YES
 ad_ch_entr_rcb_p                    | eff_expl_h_ch                  | integer           |                          | YES
 ad_ch_entr_rcb_p                    | eff_expl_h_etr                 | integer           |                          | YES
 ad_ch_entr_rcb_p                    | eff_expl_f_ch                  | integer           |                          | YES
 ad_ch_entr_rcb_p                    | eff_expl_f_etr                 | integer           |                          | YES
 ad_ch_entr_rcb_p                    | eff_admin_h_ch                 | integer           |                          | YES
 ad_ch_entr_rcb_p                    | eff_admin_h_etr                | integer           |                          | YES
 ad_ch_entr_rcb_p                    | eff_admin_f_ch                 | integer           |                          | YES
 ad_ch_entr_rcb_p                    | eff_admin_f_etr                | integer           |                          | YES
 ad_ch_entr_rcb_p                    | file1                          | character         |                       50 | YES
 ad_ch_entr_rcb_p                    | lien1qgis                      | character         |                      300 | YES
 ad_ch_entr_rcb_p                    | lien1gmf                       | character         |                      300 | YES
 ad_ch_entr_rcb_p                    | file2                          | character         |                       50 | YES
 ad_ch_entr_rcb_p                    | lien2qgis                      | character         |                      300 | YES
 ad_ch_entr_rcb_p                    | lien2gmf                       | character         |                      300 | YES
 ad_ch_entr_rcb_p                    | file3                          | character         |                       50 | YES
 ad_ch_entr_rcb_p                    | lien3qgis                      | character         |                      300 | YES
 ad_ch_entr_rcb_p                    | lien3gmf                       | character         |                      300 | YES
 ad_ch_entr_rcb_p                    | file4                          | character         |                       50 | YES
 ad_ch_entr_rcb_p                    | lien4qgis                      | character         |                      300 | YES
 ad_ch_entr_rcb_p                    | lien4gmf                       | character         |                      300 | YES
 ad_ch_entr_rcb_p                    | maj_date                       | date              |                          | YES
 ad_ch_entr_rcb_p                    | geom                           | USER-DEFINED      |                          | YES
 ad_ch_entr_rcb_p                    | pk_uuid                        | uuid              |                          | NO
 ad_ch_entr_rcb_p                    | data_owner                     | character varying |                       50 | YES
 ad_ch_men_rcb_p                     | gid                            | integer           |                          | NO
 ad_ch_men_rcb_p                     | no_obj                         | character         |                       20 | YES
 ad_ch_men_rcb_p                     | no_obj_2                       | character         |                       20 | YES
 ad_ch_men_rcb_p                     | chef_menage                    | character         |                       20 | YES
 ad_ch_men_rcb_p                     | civilite_cm                    | character         |                       20 | YES
 ad_ch_men_rcb_p                     | num_menage                     | integer           |                          | YES
 ad_ch_men_rcb_p                     | egid                           | integer           |                          | YES
 ad_ch_men_rcb_p                     | adresse                        | character         |                      150 | YES
 ad_ch_men_rcb_p                     | npa_loc                        | character         |                       50 | YES
 ad_ch_men_rcb_p                     | nb_hab_menage                  | integer           |                          | YES
 ad_ch_men_rcb_p                     | file1                          | character         |                       50 | YES
 ad_ch_men_rcb_p                     | lien1qgis                      | character         |                      300 | YES
 ad_ch_men_rcb_p                     | lien1gmf                       | character         |                      300 | YES
 ad_ch_men_rcb_p                     | file2                          | character         |                       50 | YES
 ad_ch_men_rcb_p                     | lien2qgis                      | character         |                      300 | YES
 ad_ch_men_rcb_p                     | lien2gmf                       | character         |                      300 | YES
 ad_ch_men_rcb_p                     | file3                          | character         |                       50 | YES
 ad_ch_men_rcb_p                     | lien3qgis                      | character         |                      300 | YES
 ad_ch_men_rcb_p                     | lien3gmf                       | character         |                      300 | YES
 ad_ch_men_rcb_p                     | file4                          | character         |                       50 | YES
 ad_ch_men_rcb_p                     | lien4qgis                      | character         |                      300 | YES
 ad_ch_men_rcb_p                     | lien4gmf                       | character         |                      300 | YES
 ad_ch_men_rcb_p                     | maj_date                       | date              |                          | YES
 ad_ch_men_rcb_p                     | geom                           | USER-DEFINED      |                          | YES
 ad_ch_men_rcb_p                     | pk_uuid                        | uuid              |                          | NO
 ad_ch_men_rcb_p                     | data_owner                     | character varying |                       50 | YES
 ad_ch_pop_rcb                       | gid                            | integer           |                          | NO
 ad_ch_pop_rcb                       | pers_civilte                   | character         |                       50 | YES
 ad_ch_pop_rcb                       | pers_nom_prenom                | character         |                      100 | YES
 ad_ch_pop_rcb                       | adresse_txt                    | character         |                      100 | YES
 ad_ch_pop_rcb                       | adr_rue                        | character         |                      100 | YES
 ad_ch_pop_rcb                       | adr_no                         | character         |                       10 | YES
 ad_ch_pop_rcb                       | localite                       | character         |                      100 | YES
 ad_ch_pop_rcb                       | pers_etat_civil                | character         |                      100 | YES
 ad_ch_pop_rcb                       | pers_etat_civil_date           | date              |                          | YES
 ad_ch_pop_rcb                       | pers_naissance_date            | date              |                          | YES
 ad_ch_pop_rcb                       | pers_deces_date                | date              |                          | YES
 ad_ch_pop_rcb                       | pers_arrivee_date              | date              |                          | YES
 ad_ch_pop_rcb                       | pers_depart_date               | date              |                          | YES
 ad_ch_pop_rcb                       | residence_type                 | character         |                      100 | YES
 ad_ch_pop_rcb                       | habitant_genre                 | character         |                      100 | YES
 ad_ch_pop_rcb                       | import                         | date              |                          | YES
 ad_ch_pop_rcb                       | pk_uuid                        | uuid              |                          | NO
 ad_ch_pop_rcb                       | data_owner                     | character varying |                       50 | YES
 ad_entree                           | gid                            | integer           |                          | NO
 ad_entree                           | statut                         | character         |                       50 | YES
 ad_entree                           | no_entree                      | character         |                       10 | YES
 ad_entree                           | maj_date                       | date              |                          | YES
 ad_entree                           | geom                           | USER-DEFINED      |                          | YES
 ad_entree                           | pk_uuid                        | uuid              |                          | NO
 ad_entree                           | fk_rue                         | uuid              |                          | YES
 ad_entree                           | data_owner                     | character varying |                       50 | YES
 ad_entree_rcb                       | gid                            | integer           |                          | NO
 ad_entree_rcb                       | egid                           | integer           |                          | YES
 ad_entree_rcb                       | nom_rue                        | character         |                      100 | YES
 ad_entree_rcb                       | no_entree                      | character         |                       10 | YES
 ad_entree_rcb                       | nom_bat                        | character         |                      255 | YES
 ad_entree_rcb                       | maj_date                       | character         |                       10 | YES
 ad_entree_rcb                       | export                         | character         |                       10 | YES
 ad_entree_rcb                       | gid_par                        | integer           |                          | YES
 ad_entree_rcb                       | gid_bat                        | integer           |                          | YES
 ad_entree_rcb                       | gid_pga                        | integer           |                          | YES
 ad_entree_rcb                       | gid_dsb                        | integer           |                          | YES
 ad_entree_rcb                       | gid_pdc_centre                 | integer           |                          | YES
 ad_entree_rcb                       | gid_proteaux                   | integer           |                          | YES
 ad_entree_rcb                       | geom                           | USER-DEFINED      |                          | YES
 ad_entree_rcb                       | pk_uuid                        | uuid              |                          | NO
 ad_entree_rcb                       | data_owner                     | character varying |                       50 | YES
 ad_gerance                          | gid                            | integer           |                          | NO
 ad_gerance                          | no_obj                         | character         |                       20 | YES
 ad_gerance                          | no_obj_2                       | character         |                       20 | YES
 ad_gerance                          | utilisat                       | character         |                       50 | YES
 ad_gerance                          | ger_nom                        | character         |                      150 | YES
 ad_gerance                          | ger_adresse                    | character         |                      100 | YES
 ad_gerance                          | bat_rue                        | character         |                       20 | YES
 ad_gerance                          | bat_adresse                    | character         |                      100 | YES
 ad_gerance                          | ger_cp                         | character         |                       20 | YES
 ad_gerance                          | ger_npa_loc                    | character         |                      100 | YES
 ad_gerance                          | ger_tel                        | character         |                       20 | YES
 ad_gerance                          | remarque                       | character         |                      200 | YES
 ad_gerance                          | maj_date                       | date              |                          | YES
 ad_gerance                          | file1                          | character         |                       50 | YES
 ad_gerance                          | lien1qgis                      | character         |                      300 | YES
 ad_gerance                          | lien1gmf                       | character         |                      300 | YES
 ad_gerance                          | file2                          | character         |                       50 | YES
 ad_gerance                          | lien2qgis                      | character         |                      300 | YES
 ad_gerance                          | lien2gmf                       | character         |                      300 | YES
 ad_gerance                          | geom                           | USER-DEFINED      |                          | YES
 ad_gerance                          | pk_uuid                        | uuid              |                          | NO
 ad_gerance                          | data_owner                     | character varying |                       50 | YES
 ad_rue                              | gid                            | integer           |                          | NO
 ad_rue                              | nom                            | character         |                      100 | YES
 ad_rue                              | nom_index                      | character         |                      100 | YES
 ad_rue                              | nom_abrev                      | character         |                      100 | YES
 ad_rue                              | statut                         | character         |                       50 | YES
 ad_rue                              | couleur                        | character         |                       50 | YES
 ad_rue                              | maj_date                       | date              |                          | YES
 ad_rue                              | pk_uuid                        | uuid              |                          | NO
 ad_rue                              | data_owner                     | character varying |                       50 | YES
 ad_rue_tr                           | gid                            | integer           |                          | NO
 ad_rue_tr                           | statut                         | character         |                       50 | YES
 ad_rue_tr                           | classe_tr                      | character         |                       50 | YES
 ad_rue_tr                           | maj_date                       | date              |                          | YES
 ad_rue_tr                           | length                         | double precision  |                          | YES
 ad_rue_tr                           | geom                           | USER-DEFINED      |                          | YES
 ad_rue_tr                           | pk_uuid                        | uuid              |                          | NO
 ad_rue_tr                           | fk_rue                         | uuid              |                          | YES
 ad_rue_tr                           | data_owner                     | character varying |                       50 | YES
 ad_va_entree                        | pk_uuid                        | uuid              |                          | YES
 ad_va_entree                        | gid                            | integer           |                          | YES
 ad_va_entree                        | nom                            | character         |                      100 | YES
 ad_va_entree                        | nom_index                      | character         |                      100 | YES
 ad_va_entree                        | nom_abrev                      | character         |                      100 | YES
 ad_va_entree                        | no_entree                      | character         |                       10 | YES
 ad_va_entree                        | statut                         | character         |                       50 | YES
 ad_va_entree                        | geom                           | USER-DEFINED      |                          | YES
 ad_va_rue_tr                        | pk_uuid                        | uuid              |                          | YES
 ad_va_rue_tr                        | gid                            | integer           |                          | YES
 ad_va_rue_tr                        | nom                            | character         |                      100 | YES
 ad_va_rue_tr                        | nom_index                      | character         |                      100 | YES
 ad_va_rue_tr                        | nom_abrev                      | character         |                      100 | YES
 ad_va_rue_tr                        | statut                         | character         |                       50 | YES
 ad_va_rue_tr                        | classe_tr                      | character         |                       50 | YES
 ad_va_rue_tr                        | length                         | double precision  |                          | YES
 ad_va_rue_tr                        | geom                           | USER-DEFINED      |                          | YES
 af_etendue_eau                      | gid                            | integer           |                          | NO
 af_etendue_eau                      | no_obj                         | character         |                       20 | YES
 af_etendue_eau                      | no_obj2                        | character         |                       20 | YES
 af_etendue_eau                      | utilisat                       | character         |                       50 | YES
 af_etendue_eau                      | type_etendue                   | character         |                       20 | YES
 af_etendue_eau                      | remarque                       | character         |                      200 | YES
 af_etendue_eau                      | maj_date                       | date              |                          | YES
 af_etendue_eau                      | geom                           | USER-DEFINED      |                          | YES
 af_etendue_eau                      | pk_uuid                        | uuid              |                          | NO
 af_etendue_eau                      | data_owner                     | character varying |                       50 | YES
 af_perim                            | gid                            | integer           |                          | NO
 af_perim                            | no_obj                         | character         |                       50 | YES
 af_perim                            | no_obj_2                       | character         |                       20 | YES
 af_perim                            | type                           | character         |                       50 | YES
 af_perim                            | statut                         | character         |                       50 | YES
 af_perim                            | date_disso                     | date              |                          | YES
 af_perim                            | date_const                     | date              |                          | YES
 af_perim                            | remarque                       | character         |                      200 | YES
 af_perim                            | maj_date                       | date              |                          | YES
 af_perim                            | file1                          | character         |                       50 | YES
 af_perim                            | lien1qgis                      | character         |                      300 | YES
 af_perim                            | lien1gmf                       | character         |                      300 | YES
 af_perim                            | file2                          | character         |                       50 | YES
 af_perim                            | lien2qgis                      | character         |                      300 | YES
 af_perim                            | lien2gmf                       | character         |                      300 | YES
 af_perim                            | geom                           | USER-DEFINED      |                          | YES
 af_perim                            | pk_uuid                        | uuid              |                          | NO
 af_perim                            | data_owner                     | character varying |                       50 | YES
 af_surface_n_batie                  | gid                            | integer           |                          | NO
 af_surface_n_batie                  | no_obj                         | character         |                       20 | YES
 af_surface_n_batie                  | no_obj2                        | character         |                       20 | YES
 af_surface_n_batie                  | utilisat                       | character         |                       50 | YES
 af_surface_n_batie                  | remarque                       | character         |                      200 | YES
 af_surface_n_batie                  | maj_date                       | date              |                          | YES
 af_surface_n_batie                  | geom                           | USER-DEFINED      |                          | YES
 af_surface_n_batie                  | pk_uuid                        | uuid              |                          | NO
 af_surface_n_batie                  | data_owner                     | character varying |                       50 | YES
 af_voie_ferree_l                    | gid                            | integer           |                          | NO
 af_voie_ferree_l                    | no_obj                         | character         |                       20 | YES
 af_voie_ferree_l                    | no_obj2                        | character         |                       20 | YES
 af_voie_ferree_l                    | utilisat                       | character         |                       50 | YES
 af_voie_ferree_l                    | precis_pl                      | character         |                       20 | YES
 af_voie_ferree_l                    | type_voie                      | character         |                       50 | YES
 af_voie_ferree_l                    | remarque                       | character         |                      200 | YES
 af_voie_ferree_l                    | no_appareil                    | character         |                       20 | YES
 af_voie_ferree_l                    | maj_date                       | date              |                          | YES
 af_voie_ferree_l                    | geom                           | USER-DEFINED      |                          | YES
 af_voie_ferree_l                    | pk_uuid                        | uuid              |                          | NO
 af_voie_ferree_l                    | data_owner                     | character varying |                       50 | YES
 af_voie_ferree_p                    | gid                            | integer           |                          | NO
 af_voie_ferree_p                    | no_obj                         | character         |                       20 | YES
 af_voie_ferree_p                    | no_obj2                        | character         |                       20 | YES
 af_voie_ferree_p                    | utilisat                       | character         |                       50 | YES
 af_voie_ferree_p                    | precis_pl                      | character         |                       20 | YES
 af_voie_ferree_p                    | type_point                     | character         |                       50 | YES
 af_voie_ferree_p                    | remarque                       | character         |                      200 | YES
 af_voie_ferree_p                    | maj_date                       | date              |                          | YES
 af_voie_ferree_p                    | geom                           | USER-DEFINED      |                          | YES
 af_voie_ferree_p                    | pk_uuid                        | uuid              |                          | NO
 af_voie_ferree_p                    | fk_vf                          | uuid              |                          | YES
 af_voie_ferree_p                    | data_owner                     | character varying |                       50 | YES
 alt_tn_enquete                      | gid                            | integer           |                          | NO
 alt_tn_enquete                      | ref_dossier                    | character         |                      100 | YES
 alt_tn_enquete                      | date_plan                      | date              |                          | YES
 alt_tn_enquete                      | systeme_alt                    | character         |                       50 | YES
 alt_tn_enquete                      | no_point                       | character         |                       20 | YES
 alt_tn_enquete                      | type_point                     | character         |                       20 | YES
 alt_tn_enquete                      | altitude                       | double precision  |                          | YES
 alt_tn_enquete                      | mode_leve                      | character         |                       50 | YES
 alt_tn_enquete                      | ref_altimetrique               | character         |                       50 | YES
 alt_tn_enquete                      | remarque                       | character         |                      200 | YES
 alt_tn_enquete                      | maj_date                       | date              |                          | YES
 alt_tn_enquete                      | file1                          | character         |                       50 | YES
 alt_tn_enquete                      | lien1qgis                      | character         |                      300 | YES
 alt_tn_enquete                      | lien1gmf                       | character         |                      300 | YES
 alt_tn_enquete                      | file2                          | character         |                       50 | YES
 alt_tn_enquete                      | lien2qgis                      | character         |                      300 | YES
 alt_tn_enquete                      | lien2gmf                       | character         |                      300 | YES
 alt_tn_enquete                      | geom                           | USER-DEFINED      |                          | YES
 alt_tn_enquete                      | pk_uuid                        | uuid              |                          | NO
 alt_tn_enquete                      | data_owner                     | character varying |                       50 | YES
 ar_chambre                          | gid                            | integer           |                          | NO
 ar_chambre                          | no_obj                         | character         |                       20 | YES
 ar_chambre                          | no_obj_2                       | character         |                       20 | YES
 ar_chambre                          | utilisat                       | character         |                       50 | YES
 ar_chambre                          | proprio                        | character         |                       50 | YES
 ar_chambre                          | precis_pl                      | character         |                       20 | YES
 ar_chambre                          | materiau                       | character         |                       50 | YES
 ar_chambre                          | diametre                       | double precision  |                          | YES
 ar_chambre                          | prof_moy                       | double precision  |                          | YES
 ar_chambre                          | constr_an                      | integer           |                          | YES
 ar_chambre                          | releve_date                    | date              |                          | YES
 ar_chambre                          | remarque                       | character         |                      255 | YES
 ar_chambre                          | maj_date                       | date              |                          | YES
 ar_chambre                          | file1                          | character         |                       50 | YES
 ar_chambre                          | lien1qgis                      | character         |                      300 | YES
 ar_chambre                          | lien1gmf                       | character         |                      300 | YES
 ar_chambre                          | file2                          | character         |                       50 | YES
 ar_chambre                          | lien2qgis                      | character         |                      300 | YES
 ar_chambre                          | lien2gmf                       | character         |                      300 | YES
 ar_chambre                          | geom                           | USER-DEFINED      |                          | YES
 ar_chambre                          | pk_uuid                        | uuid              |                          | NO
 ar_chambre                          | data_owner                     | character varying |                       50 | YES
 ar_chemisage                        | gid                            | integer           |                          | NO
 ar_chemisage                        | no_obj                         | character         |                       20 | YES
 ar_chemisage                        | no_obj_2                       | character         |                       20 | YES
 ar_chemisage                        | utilisat                       | character         |                       50 | YES
 ar_chemisage                        | proprio                        | character         |                       50 | YES
 ar_chemisage                        | precis_pl                      | character         |                       20 | YES
 ar_chemisage                        | materiau                       | character         |                       50 | YES
 ar_chemisage                        | diametre                       | double precision  |                          | YES
 ar_chemisage                        | constr_an                      | integer           |                          | YES
 ar_chemisage                        | releve_date                    | date              |                          | YES
 ar_chemisage                        | remarque                       | character         |                      255 | YES
 ar_chemisage                        | maj_date                       | date              |                          | YES
 ar_chemisage                        | length                         | double precision  |                          | YES
 ar_chemisage                        | file1                          | character         |                       50 | YES
 ar_chemisage                        | lien1qgis                      | character         |                      300 | YES
 ar_chemisage                        | lien1gmf                       | character         |                      300 | YES
 ar_chemisage                        | file2                          | character         |                       50 | YES
 ar_chemisage                        | lien2qgis                      | character         |                      300 | YES
 ar_chemisage                        | lien2gmf                       | character         |                      300 | YES
 ar_chemisage                        | geom                           | USER-DEFINED      |                          | YES
 ar_chemisage                        | pk_uuid                        | uuid              |                          | NO
 ar_chemisage                        | data_owner                     | character varying |                       50 | YES
 ar_tube                             | gid                            | integer           |                          | NO
 ar_tube                             | no_obj                         | character         |                       20 | YES
 ar_tube                             | no_obj_2                       | character         |                       20 | YES
 ar_tube                             | utilisat                       | character         |                       50 | YES
 ar_tube                             | proprio                        | character         |                       50 | YES
 ar_tube                             | precis_pl                      | character         |                       20 | YES
 ar_tube                             | materiau                       | character         |                       50 | YES
 ar_tube                             | diametre                       | double precision  |                          | YES
 ar_tube                             | prof_moy                       | double precision  |                          | YES
 ar_tube                             | length                         | double precision  |                          | YES
 ar_tube                             | constr_an                      | integer           |                          | YES
 ar_tube                             | releve_date                    | date              |                          | YES
 ar_tube                             | remarque                       | character         |                      255 | YES
 ar_tube                             | maj_date                       | date              |                          | YES
 ar_tube                             | file1                          | character         |                       50 | YES
 ar_tube                             | lien1qgis                      | character         |                      300 | YES
 ar_tube                             | lien1gmf                       | character         |                      300 | YES
 ar_tube                             | file2                          | character         |                       50 | YES
 ar_tube                             | lien2qgis                      | character         |                      300 | YES
 ar_tube                             | lien2gmf                       | character         |                      300 | YES
 ar_tube                             | geom                           | USER-DEFINED      |                          | YES
 ar_tube                             | pk_uuid                        | uuid              |                          | NO
 ar_tube                             | data_owner                     | character varying |                       50 | YES
 at_camac                            | gid                            | integer           |                          | NO
 at_camac                            | no_camac                       | integer           |                          | YES
 at_camac                            | no_comm                        | character         |                       50 | YES
 at_camac                            | type                           | character         |                      100 | YES
 at_camac                            | proprio                        | character         |                      255 | YES
 at_camac                            | statut                         | character         |                        5 | YES
 at_camac                            | date_fao                       | date              |                          | YES
 at_camac                            | date_permis                    | date              |                          | YES
 at_camac                            | lien_avis                      | character         |                      200 | YES
 at_camac                            | import                         | date              |                          | YES
 at_camac                            | geom                           | USER-DEFINED      |                          | YES
 at_camac                            | pk_uuid                        | uuid              |                          | NO
 at_camac                            | data_owner                     | character varying |                       50 | YES
 at_dsb                              | gid                            | integer           |                          | NO
 at_dsb                              | no_obj                         | character         |                      100 | YES
 at_dsb                              | no_obj_2                       | character         |                      100 | YES
 at_dsb                              | statut                         | character         |                       50 | YES
 at_dsb                              | dsb                            | character         |                       20 | YES
 at_dsb                              | maj_date                       | date              |                          | YES
 at_dsb                              | area                           | double precision  |                          | YES
 at_dsb                              | file1                          | character         |                       50 | YES
 at_dsb                              | lien1qgis                      | character         |                      300 | YES
 at_dsb                              | lien1gmf                       | character         |                      300 | YES
 at_dsb                              | file2                          | character         |                       50 | YES
 at_dsb                              | lien2qgis                      | character         |                      300 | YES
 at_dsb                              | lien2gmf                       | character         |                      300 | YES
 at_dsb                              | geom                           | USER-DEFINED      |                          | YES
 at_dsb                              | pk_uuid                        | uuid              |                          | NO
 at_dsb                              | data_owner                     | character varying |                       50 | YES
 at_limconstrforet                   | gid                            | integer           |                          | NO
 at_limconstrforet                   | no_obj                         | character         |                      100 | YES
 at_limconstrforet                   | no_obj_2                       | character         |                      100 | YES
 at_limconstrforet                   | date_leve                      | date              |                          | YES
 at_limconstrforet                   | insp_forest                    | character         |                       50 | YES
 at_limconstrforet                   | distance                       | double precision  |                          | YES
 at_limconstrforet                   | remarque                       | character         |                      255 | YES
 at_limconstrforet                   | maj_date                       | date              |                          | YES
 at_limconstrforet                   | length                         | double precision  |                          | YES
 at_limconstrforet                   | file1                          | character         |                       50 | YES
 at_limconstrforet                   | lien1qgis                      | character         |                      300 | YES
 at_limconstrforet                   | lien1gmf                       | character         |                      300 | YES
 at_limconstrforet                   | file2                          | character         |                       50 | YES
