             table_name              |          column_name           |     data_type     | character_maximum_length | is_nullable 
 cim_va_sepconc                      | rem_s                          | character         |                      200 | YES
 cim_va_sepconc                      | lien1gmf                       | character         |                      300 | YES
 cim_va_sepconc                      | lien2gmf                       | character         |                      300 | YES
 cim_va_sepconc                      | geom                           | USER-DEFINED      |                          | YES
 cim_va_sepdefunt                    | pk_uuid                        | uuid              |                          | YES
 cim_va_sepdefunt                    | gid                            | integer           |                          | YES
 cim_va_sepdefunt                    | fk_sepulture                   | uuid              |                          | YES
 cim_va_sepdefunt                    | no_defunt                      | character         |                       20 | YES
 cim_va_sepdefunt                    | nom                            | character         |                      100 | YES
 cim_va_sepdefunt                    | prenom                         | character         |                      100 | YES
 cim_va_sepdefunt                    | date_naissance                 | date              |                          | YES
 cim_va_sepdefunt                    | annee_naissance                | integer           |                          | YES
 cim_va_sepdefunt                    | date_deces                     | date              |                          | YES
 cim_va_sepdefunt                    | annee_deces                    | integer           |                          | YES
 cim_va_sepdefunt                    | rem_d                          | character         |                      200 | YES
 cim_va_sepdefunt                    | maj_date                       | date              |                          | YES
 cim_va_sepdefunt                    | no_obj                         | character         |                       20 | YES
 cim_va_sepdefunt                    | no_sepulture                   | character         |                       20 | YES
 cim_va_sepdefunt                    | no_concession                  | character         |                       20 | YES
 cim_va_sepdefunt                    | genre                          | character         |                       50 | YES
 cim_va_sepdefunt                    | type                           | character         |                       50 | YES
 cim_va_sepdefunt                    | statut                         | character         |                       50 | YES
 cim_va_sepdefunt                    | rem_s                          | character         |                      200 | YES
 cim_va_sepdefunt                    | lien1gmf                       | character         |                      300 | YES
 cim_va_sepdefunt                    | lien2gmf                       | character         |                      300 | YES
 cim_va_sepdefunt                    | geom                           | USER-DEFINED      |                          | YES
 cim_va_sepentretien                 | pk_uuid                        | uuid              |                          | YES
 cim_va_sepentretien                 | gid                            | integer           |                          | YES
 cim_va_sepentretien                 | fk_sepulture                   | uuid              |                          | YES
 cim_va_sepentretien                 | date_controle                  | date              |                          | YES
 cim_va_sepentretien                 | res_controle                   | character         |                      200 | YES
 cim_va_sepentretien                 | necess_entretien               | boolean           |                          | YES
 cim_va_sepentretien                 | type_entretien                 | character         |                      100 | YES
 cim_va_sepentretien                 | date_entretien                 | date              |                          | YES
 cim_va_sepentretien                 | remarque                       | character         |                      200 | YES
 cim_va_sepentretien                 | maj_date                       | date              |                          | YES
 cim_va_sepentretien                 | no_obj                         | character         |                       20 | YES
 cim_va_sepentretien                 | genre                          | character         |                       50 | YES
 cim_va_sepentretien                 | type                           | character         |                       50 | YES
 cim_va_sepentretien                 | statut                         | character         |                       50 | YES
 cim_va_sepentretien                 | lien1gmf                       | character         |                      300 | YES
 cim_va_sepentretien                 | lien2gmf                       | character         |                      300 | YES
 cim_va_sepentretien                 | geom                           | USER-DEFINED      |                          | YES
 cim_vl_defunt_dbl                   | pk_uuid                        | uuid              |                          | YES
 cim_vl_defunt_dbl                   | fk_defunt                      | integer           |                          | YES
 cim_vl_defunt_dbl                   | nom                            | character         |                      100 | YES
 cim_vl_defunt_dbl                   | prenom                         | character         |                      100 | YES
 cim_vl_defunt_dbl                   | date_naissance                 | date              |                          | YES
 cim_vl_defunt_dbl                   | fk_sepulture                   | uuid              |                          | YES
 cim_vl_defunt_dbl                   | maj_date                       | date              |                          | YES
 cim_vl_defunts_agg                  | fk_sepulture                   | uuid              |                          | YES
 cim_vl_defunts_agg                  | defunts_agg                    | text              |                          | YES
 dn_ava                              | gid                            | integer           |                          | NO
 dn_ava                              | no_com_fed                     | integer           |                          | YES
 dn_ava                              | perim_dn                       | integer           |                          | YES
 dn_ava                              | lot                            | integer           |                          | YES
 dn_ava                              | classe_dn                      | character         |                        5 | YES
 dn_ava                              | degre_dn                       | character         |                        5 | YES
 dn_ava                              | deg_dn_txt                     | character         |                      100 | YES
 dn_ava                              | nom_local                      | character         |                      254 | YES
 dn_ava                              | bureau                         | character         |                      254 | YES
 dn_ava                              | etat                           | character         |                      100 | YES
 dn_ava                              | probab                         | character         |                        5 | YES
 dn_ava                              | maj_date                       | date              |                          | YES
 dn_ava                              | area                           | double precision  |                          | YES
 dn_ava                              | ordre_aff                      | integer           |                          | YES
 dn_ava                              | geom                           | USER-DEFINED      |                          | YES
 dn_ava                              | pk_uuid                        | uuid              |                          | NO
 dn_ava                              | data_owner                     | character varying |                       50 | YES
 dn_cpb                              | gid                            | integer           |                          | NO
 dn_cpb                              | no_com_fed                     | integer           |                          | YES
 dn_cpb                              | perim_dn                       | integer           |                          | YES
 dn_cpb                              | lot                            | integer           |                          | YES
 dn_cpb                              | classe_dn                      | character         |                        5 | YES
 dn_cpb                              | degre_dn                       | character         |                        5 | YES
 dn_cpb                              | deg_dn_txt                     | character         |                      100 | YES
 dn_cpb                              | nom_local                      | character         |                      254 | YES
 dn_cpb                              | bureau                         | character         |                      254 | YES
 dn_cpb                              | etat                           | character         |                      100 | YES
 dn_cpb                              | probab                         | character         |                        5 | YES
 dn_cpb                              | maj_date                       | date              |                          | YES
 dn_cpb                              | area                           | double precision  |                          | YES
 dn_cpb                              | ordre_aff                      | integer           |                          | YES
 dn_cpb                              | geom                           | USER-DEFINED      |                          | YES
 dn_cpb                              | pk_uuid                        | uuid              |                          | NO
 dn_cpb                              | data_owner                     | character varying |                       50 | YES
 dn_dissolution_gypse                | gid                            | integer           |                          | NO
 dn_dissolution_gypse                | import                         | date              |                          | YES
 dn_dissolution_gypse                | area                           | double precision  |                          | YES
 dn_dissolution_gypse                | geom                           | USER-DEFINED      |                          | YES
 dn_dissolution_gypse                | pk_uuid                        | uuid              |                          | NO
 dn_dissolution_gypse                | data_owner                     | character varying |                       50 | YES
 dn_ebo                              | gid                            | integer           |                          | NO
 dn_ebo                              | no_com_fed                     | integer           |                          | YES
 dn_ebo                              | perim_dn                       | integer           |                          | YES
 dn_ebo                              | lot                            | integer           |                          | YES
 dn_ebo                              | classe_dn                      | character         |                        5 | YES
 dn_ebo                              | degre_dn                       | character         |                        5 | YES
 dn_ebo                              | deg_dn_txt                     | character         |                      100 | YES
 dn_ebo                              | nom_local                      | character         |                      254 | YES
 dn_ebo                              | bureau                         | character         |                      254 | YES
 dn_ebo                              | etat                           | character         |                      100 | YES
 dn_ebo                              | probab                         | character         |                        5 | YES
 dn_ebo                              | maj_date                       | date              |                          | YES
 dn_ebo                              | area                           | double precision  |                          | YES
 dn_ebo                              | ordre_aff                      | integer           |                          | YES
 dn_ebo                              | geom                           | USER-DEFINED      |                          | YES
 dn_ebo                              | pk_uuid                        | uuid              |                          | NO
 dn_ebo                              | data_owner                     | character varying |                       50 | YES
 dn_eff                              | gid                            | integer           |                          | NO
 dn_eff                              | no_com_fed                     | integer           |                          | YES
 dn_eff                              | perim_dn                       | integer           |                          | YES
 dn_eff                              | lot                            | integer           |                          | YES
 dn_eff                              | classe_dn                      | character         |                        5 | YES
 dn_eff                              | degre_dn                       | character         |                        5 | YES
 dn_eff                              | deg_dn_txt                     | character         |                      100 | YES
 dn_eff                              | nom_local                      | character         |                      254 | YES
 dn_eff                              | bureau                         | character         |                      254 | YES
 dn_eff                              | etat                           | character         |                      100 | YES
 dn_eff                              | probab                         | character         |                        5 | YES
 dn_eff                              | maj_date                       | date              |                          | YES
 dn_eff                              | area                           | double precision  |                          | YES
 dn_eff                              | ordre_aff                      | integer           |                          | YES
 dn_eff                              | geom                           | USER-DEFINED      |                          | YES
 dn_eff                              | pk_uuid                        | uuid              |                          | NO
 dn_eff                              | data_owner                     | character varying |                       50 | YES
 dn_glissement_prof                  | gid                            | integer           |                          | NO
 dn_glissement_prof                  | prof_unique                    | integer           |                          | YES
 dn_glissement_prof                  | prof_min                       | integer           |                          | YES
 dn_glissement_prof                  | prof_max                       | integer           |                          | YES
 dn_glissement_prof                  | type_prof                      | character         |                       20 | YES
 dn_glissement_prof                  | import                         | date              |                          | YES
 dn_glissement_prof                  | geom                           | USER-DEFINED      |                          | YES
 dn_glissement_prof                  | pk_uuid                        | uuid              |                          | NO
 dn_glissement_prof                  | data_owner                     | character varying |                       50 | YES
 dn_glissement_surf                  | gid                            | integer           |                          | NO
 dn_glissement_surf                  | type                           | character         |                        5 | YES
 dn_glissement_surf                  | info_gen                       | character         |                      100 | YES
 dn_glissement_surf                  | import                         | date              |                          | YES
 dn_glissement_surf                  | area                           | double precision  |                          | YES
 dn_glissement_surf                  | geom                           | USER-DEFINED      |                          | YES
 dn_glissement_surf                  | pk_uuid                        | uuid              |                          | NO
 dn_glissement_surf                  | data_owner                     | character varying |                       50 | YES
 dn_gpp                              | gid                            | integer           |                          | NO
 dn_gpp                              | no_com_fed                     | integer           |                          | YES
 dn_gpp                              | perim_dn                       | integer           |                          | YES
 dn_gpp                              | lot                            | integer           |                          | YES
 dn_gpp                              | classe_dn                      | character         |                        5 | YES
 dn_gpp                              | degre_dn                       | character         |                        5 | YES
 dn_gpp                              | deg_dn_txt                     | character         |                      100 | YES
 dn_gpp                              | nom_local                      | character         |                      254 | YES
 dn_gpp                              | bureau                         | character         |                      254 | YES
 dn_gpp                              | etat                           | character         |                      100 | YES
 dn_gpp                              | probab                         | character         |                        5 | YES
 dn_gpp                              | maj_date                       | date              |                          | YES
 dn_gpp                              | area                           | double precision  |                          | YES
 dn_gpp                              | ordre_aff                      | integer           |                          | YES
 dn_gpp                              | geom                           | USER-DEFINED      |                          | YES
 dn_gpp                              | pk_uuid                        | uuid              |                          | NO
 dn_gpp                              | data_owner                     | character varying |                       50 | YES
 dn_gss                              | gid                            | integer           |                          | NO
 dn_gss                              | no_com_fed                     | integer           |                          | YES
 dn_gss                              | perim_dn                       | integer           |                          | YES
 dn_gss                              | lot                            | integer           |                          | YES
 dn_gss                              | classe_dn                      | character         |                        5 | YES
 dn_gss                              | degre_dn                       | character         |                        5 | YES
 dn_gss                              | deg_dn_txt                     | character         |                      100 | YES
 dn_gss                              | nom_local                      | character         |                      254 | YES
 dn_gss                              | bureau                         | character         |                      254 | YES
 dn_gss                              | etat                           | character         |                      100 | YES
 dn_gss                              | probab                         | character         |                        5 | YES
 dn_gss                              | maj_date                       | date              |                          | YES
 dn_gss                              | area                           | double precision  |                          | YES
 dn_gss                              | ordre_aff                      | integer           |                          | YES
 dn_gss                              | geom                           | USER-DEFINED      |                          | YES
 dn_gss                              | pk_uuid                        | uuid              |                          | NO
 dn_gss                              | data_owner                     | character varying |                       50 | YES
 dn_ino                              | gid                            | integer           |                          | NO
 dn_ino                              | no_com_fed                     | integer           |                          | YES
 dn_ino                              | perim_dn                       | integer           |                          | YES
 dn_ino                              | lot                            | integer           |                          | YES
 dn_ino                              | classe_dn                      | character         |                        5 | YES
 dn_ino                              | degre_dn                       | character         |                        5 | YES
 dn_ino                              | deg_dn_txt                     | character         |                      100 | YES
 dn_ino                              | nom_local                      | character         |                      254 | YES
 dn_ino                              | bureau                         | character         |                      254 | YES
 dn_ino                              | etat                           | character         |                      100 | YES
 dn_ino                              | probab                         | character         |                        5 | YES
 dn_ino                              | maj_date                       | date              |                          | YES
 dn_ino                              | area                           | double precision  |                          | YES
 dn_ino                              | ordre_aff                      | integer           |                          | YES
 dn_ino                              | geom                           | USER-DEFINED      |                          | YES
 dn_ino                              | pk_uuid                        | uuid              |                          | NO
 dn_ino                              | data_owner                     | character varying |                       50 | YES
 dn_lto                              | gid                            | integer           |                          | NO
 dn_lto                              | no_com_fed                     | integer           |                          | YES
 dn_lto                              | perim_dn                       | integer           |                          | YES
 dn_lto                              | lot                            | integer           |                          | YES
 dn_lto                              | classe_dn                      | character         |                        5 | YES
 dn_lto                              | degre_dn                       | character         |                        5 | YES
 dn_lto                              | deg_dn_txt                     | character         |                      100 | YES
 dn_lto                              | nom_local                      | character         |                      254 | YES
 dn_lto                              | bureau                         | character         |                      254 | YES
 dn_lto                              | etat                           | character         |                      100 | YES
 dn_lto                              | probab                         | character         |                        5 | YES
 dn_lto                              | maj_date                       | date              |                          | YES
 dn_lto                              | area                           | double precision  |                          | YES
 dn_lto                              | ordre_aff                      | integer           |                          | YES
 dn_lto                              | geom                           | USER-DEFINED      |                          | YES
 dn_lto                              | pk_uuid                        | uuid              |                          | NO
 dn_lto                              | data_owner                     | character varying |                       50 | YES
 ecl_armoire                         | gid                            | integer           |                          | NO
 ecl_armoire                         | no_obj                         | character         |                       50 | YES
 ecl_armoire                         | no_obj2                        | character         |                       20 | YES
 ecl_armoire                         | utilisat                       | character         |                       50 | YES
 ecl_armoire                         | precis_pl                      | character         |                       20 | YES
 ecl_armoire                         | proprio                        | character         |                       50 | YES
 ecl_armoire                         | remarque                       | character         |                      200 | YES
 ecl_armoire                         | maj_date                       | date              |                          | YES
 ecl_armoire                         | file1                          | character         |                       50 | YES
 ecl_armoire                         | lien1qgis                      | character         |                      300 | YES
 ecl_armoire                         | lien1gmf                       | character         |                      300 | YES
 ecl_armoire                         | file2                          | character         |                       50 | YES
 ecl_armoire                         | lien2qgis                      | character         |                      300 | YES
 ecl_armoire                         | lien2gmf                       | character         |                      300 | YES
 ecl_armoire                         | geom                           | USER-DEFINED      |                          | YES
 ecl_armoire                         | pk_uuid                        | uuid              |                          | NO
 ecl_armoire                         | data_owner                     | character varying |                       50 | YES
 ecl_cable                           | gid                            | integer           |                          | NO
 ecl_cable                           | no_obj                         | character         |                       20 | YES
 ecl_cable                           | no_obj2                        | character         |                       20 | YES
 ecl_cable                           | utilisat                       | character         |                       50 | YES
 ecl_cable                           | precis_pl                      | character         |                       20 | YES
 ecl_cable                           | remarque                       | character         |                      200 | YES
 ecl_cable                           | maj_date                       | date              |                          | YES
 ecl_cable                           | length                         | double precision  |                          | YES
 ecl_cable                           | file1                          | character         |                       50 | YES
 ecl_cable                           | lien1qgis                      | character         |                      300 | YES
 ecl_cable                           | lien1gmf                       | character         |                      300 | YES
 ecl_cable                           | file2                          | character         |                       50 | YES
 ecl_cable                           | lien2qgis                      | character         |                      300 | YES
 ecl_cable                           | lien2gmf                       | character         |                      300 | YES
 ecl_cable                           | geom                           | USER-DEFINED      |                          | YES
 ecl_cable                           | pk_uuid                        | uuid              |                          | NO
 ecl_cable                           | data_owner                     | character varying |                       50 | YES
 ecl_luminaire                       | gid                            | integer           |                          | NO
 ecl_luminaire                       | no_obj                         | character         |                       50 | YES
 ecl_luminaire                       | no_obj2                        | character         |                       20 | YES
 ecl_luminaire                       | utilisat                       | character         |                       50 | YES
 ecl_luminaire                       | precis_pl                      | character         |                       20 | YES
 ecl_luminaire                       | fabriquant                     | character         |                       50 | YES
 ecl_luminaire                       | modele                         | character         |                       50 | YES
 ecl_luminaire                       | type_lumiere                   | character         |                       50 | YES
 ecl_luminaire                       | abaissement                    | boolean           |                          | YES
 ecl_luminaire                       | extinction                     | boolean           |                          | YES
 ecl_luminaire                       | constr_an                      | integer           |                          | YES
 ecl_luminaire                       | proprio                        | character         |                       50 | YES
 ecl_luminaire                       | tele_no                        | character         |                      255 | YES
 ecl_luminaire                       | adr                            | text              |                          | YES
 ecl_luminaire                       | source                         | text              |                          | YES
 ecl_luminaire                       | nbr_pts                        | integer           |                          | YES
 ecl_luminaire                       | puiss                          | character         |                       50 | YES
 ecl_luminaire                       | hauteur                        | double precision  |                          | YES
 ecl_luminaire                       | console                        | character         |                       50 | YES
 ecl_luminaire                       | support                        | character         |                       50 | YES
 ecl_luminaire                       | inter_d                        | date              |                          | YES
 ecl_luminaire                       | pavoisement                    | character         |                       50 | YES
 ecl_luminaire                       | remarque                       | character         |                      200 | YES
 ecl_luminaire                       | maj_date                       | date              |                          | YES
 ecl_luminaire                       | file1                          | character         |                       50 | YES
 ecl_luminaire                       | lien1qgis                      | character         |                      300 | YES
 ecl_luminaire                       | lien1gmf                       | character         |                      300 | YES
 ecl_luminaire                       | file2                          | character         |                       50 | YES
 ecl_luminaire                       | lien2qgis                      | character         |                      300 | YES
 ecl_luminaire                       | lien2gmf                       | character         |                      300 | YES
 ecl_luminaire                       | geom                           | USER-DEFINED      |                          | YES
 ecl_luminaire                       | pk_uuid                        | uuid              |                          | NO
 ecl_luminaire                       | data_owner                     | character varying |                       50 | YES
 ecl_tube                            | gid                            | integer           |                          | NO
 ecl_tube                            | no_obj                         | character         |                       20 | YES
 ecl_tube                            | no_obj2                        | character         |                       20 | YES
 ecl_tube                            | utilisat                       | character         |                       50 | YES
 ecl_tube                            | diametre                       | integer           |                          | YES
 ecl_tube                            | proprio                        | character         |                       50 | YES
 ecl_tube                            | precis_pl                      | character         |                       20 | YES
 ecl_tube                            | remarque                       | character         |                      200 | YES
 ecl_tube                            | maj_date                       | date              |                          | YES
 ecl_tube                            | length                         | double precision  |                          | YES
 ecl_tube                            | file1                          | character         |                       50 | YES
 ecl_tube                            | lien1qgis                      | character         |                      300 | YES
 ecl_tube                            | lien1gmf                       | character         |                      300 | YES
 ecl_tube                            | file2                          | character         |                       50 | YES
 ecl_tube                            | lien2qgis                      | character         |                      300 | YES
 ecl_tube                            | lien2gmf                       | character         |                      300 | YES
 ecl_tube                            | geom                           | USER-DEFINED      |                          | YES
 ecl_tube                            | pk_uuid                        | uuid              |                          | NO
 ecl_tube                            | data_owner                     | character varying |                       50 | YES
 eg_cad_solaire                      | gid                            | integer           |                          | NO
 eg_cad_solaire                      | aptitude                       | character         |                       20 | YES
 eg_cad_solaire                      | ray_total                      | integer           |                          | YES
 eg_cad_solaire                      | ray_moyen                      | integer           |                          | YES
 eg_cad_solaire                      | toit_surf                      | integer           |                          | YES
 eg_cad_solaire                      | toit_ori                       | integer           |                          | YES
 eg_cad_solaire                      | toit_pente                     | integer           |                          | YES
 eg_cad_solaire                      | rend_elec                      | integer           |                          | YES
 eg_cad_solaire                      | file1                          | character         |                       50 | YES
 eg_cad_solaire                      | lien1qgis                      | character         |                      300 | YES
 eg_cad_solaire                      | lien1gmf                       | character         |                      300 | YES
 eg_cad_solaire                      | file2                          | character         |                       50 | YES
 eg_cad_solaire                      | lien2qgis                      | character         |                      300 | YES
 eg_cad_solaire                      | lien2gmf                       | character         |                      300 | YES
 eg_cad_solaire                      | geom                           | USER-DEFINED      |                          | YES
 eg_cad_solaire                      | pk_uuid                        | uuid              |                          | NO
 eg_cad_solaire                      | data_owner                     | character varying |                       50 | YES
 ele_armoire                         | gid                            | integer           |                          | NO
 ele_armoire                         | no_obj                         | character         |                       50 | YES
 ele_armoire                         | utilisat                       | character         |                       50 | YES
 ele_armoire                         | proprio                        | character         |                       50 | YES
 ele_armoire                         | precis_pl                      | character         |                       20 | YES
 ele_armoire                         | remarque                       | character         |                      200 | YES
 ele_armoire                         | maj_date                       | date              |                          | YES
 ele_armoire                         | file1                          | character         |                       50 | YES
 ele_armoire                         | lien1qgis                      | character         |                      300 | YES
 ele_armoire                         | lien1gmf                       | character         |                      300 | YES
 ele_armoire                         | file2                          | character         |                       50 | YES
 ele_armoire                         | lien2qgis                      | character         |                      300 | YES
 ele_armoire                         | lien2gmf                       | character         |                      300 | YES
 ele_armoire                         | geom                           | USER-DEFINED      |                          | YES
 ele_armoire                         | pk_uuid                        | uuid              |                          | NO
 ele_armoire                         | data_owner                     | character varying |                       50 | YES
 ele_autre_objet                     | gid                            | integer           |                          | NO
 ele_autre_objet                     | no_obj                         | character         |                       50 | YES
 ele_autre_objet                     | utilisat                       | character         |                       50 | YES
 ele_autre_objet                     | proprio                        | character         |                       50 | YES
 ele_autre_objet                     | precis_pl                      | character         |                       20 | YES
 ele_autre_objet                     | genre                          | character         |                       50 | YES
 ele_autre_objet                     | remarque                       | character         |                      200 | YES
 ele_autre_objet                     | maj_date                       | date              |                          | YES
 ele_autre_objet                     | file1                          | character         |                       50 | YES
 ele_autre_objet                     | lien1qgis                      | character         |                      300 | YES
 ele_autre_objet                     | lien1gmf                       | character         |                      300 | YES
 ele_autre_objet                     | file2                          | character         |                       50 | YES
 ele_autre_objet                     | lien2qgis                      | character         |                      300 | YES
 ele_autre_objet                     | lien2gmf                       | character         |                      300 | YES
 ele_autre_objet                     | geom                           | USER-DEFINED      |                          | YES
 ele_autre_objet                     | pk_uuid                        | uuid              |                          | NO
 ele_autre_objet                     | data_owner                     | character varying |                       50 | YES
 ele_axe                             | gid                            | integer           |                          | NO
 ele_axe                             | no_obj                         | integer           |                          | YES
 ele_axe                             | utilisat                       | character         |                       50 | YES
 ele_axe                             | proprio                        | character         |                       50 | YES
 ele_axe                             | precis_pl                      | character         |                       20 | YES
 ele_axe                             | remarque                       | character         |                      200 | YES
 ele_axe                             | maj_date                       | date              |                          | YES
 ele_axe                             | type_axe                       | character         |                       50 | YES
 ele_axe                             | nb_tube                        | integer           |                          | YES
 ele_axe                             | length                         | double precision  |                          | YES
 ele_axe                             | file1                          | character         |                       50 | YES
 ele_axe                             | lien1qgis                      | character         |                      300 | YES
 ele_axe                             | lien1gmf                       | character         |                      300 | YES
 ele_axe                             | file2                          | character         |                       50 | YES
 ele_axe                             | lien2qgis                      | character         |                      300 | YES
 ele_axe                             | lien2gmf                       | character         |                      300 | YES
 ele_axe                             | geom                           | USER-DEFINED      |                          | YES
 ele_axe                             | pk_uuid                        | uuid              |                          | NO
 ele_axe                             | data_owner                     | character varying |                       50 | YES
 ele_cable_sch                       | gid                            | integer           |                          | NO
